brow_lower_l,tongue_Scale__X,tongue_Scale_Y,tongue_Scale__Y,tongue_Scale_Z,tongue_Scale__Z,nose_out_l,nose_out_r,tongue_u,tongue_u_u,brow_raise_d,cheek_suck_r,mouth_stretch_u,tongue_u_d,tooth_d_d,tongue_d,tooth_r,tooth_d_u,cheek_UP,eye_blink1_l,eye_blink1_r,eye_blink2_l,eye_blink2_r,eye_lidTight_l,eye_lidTight_r,eye_shutTight_l,eye_shutTight_r,brow_lower_r,eye_upperLidRaise_l,eye_upperLidRaise_r,eye_downLidRaise_l,eye_downLidRaise_r,jaw_sideways_l,jaw_sideways_r,jaw_thrust_c,mouth_chew_c,mouth_chinRaise_d,mouth_chinRaise_u,brow_raise_c,mouth_dimple_l,mouth_dimple_r,mouth_funnel_dl,mouth_funnel_dr,mouth_funnel_ul,mouth_funnel_ur,mouth_lipCornerDepressFix_l,mouth_lipCornerDepressFix_r,mouth_lipCornerDepress_l,mouth_lipCornerDepress_r,brow_raise_l,mouth_lipCornerPullOpen_l,mouth_lipCornerPullOpen_r,mouth_lipCornerPull_l,mouth_lipCornerPull_r,mouth_lipStretchOpen_l,mouth_lipStretchOpen_r,mouth_lipStretch_l,mouth_lipStretch_r,mouth_lowerLipDepress_l,mouth_lowerLipDepress_r,brow_raise_r,mouth_lowerLipProtrude_c,mouth_oh_c,mouth_oo_c,mouth_pressFix_c,mouth_press_l,mouth_press_r,mouth_pucker_l,mouth_pucker_r,mouth_screamFix_c,mouth_sideways_l,cheek_puff_l,mouth_sideways_r,mouth_stretch_c,mouth_suck_dl,mouth_suck_dr,mouth_suck_ul,mouth_suck_ur,mouth_upperLipRaise_l,mouth_upperLipRaise_r,nose_wrinkle_l,nose_wrinkle_r,cheek_puff_r,tooth_l,eye_lookDown1_l,eye_lookDown2_l,eye_lookLeft_l,eye_lookRight_l,eye_lookUp_l,eye_lookDown1_r,eye_lookDown2_r,eye_lookLeft_r,eye_lookRight_r,cheek_raise_l,eye_lookUp_r,tongue_Rot_1X,tongue_Rot__1X,tongue_Rot_2X,tongue_Rot__2X,tongue_Rot_3X,tongue_Rot__3X,tongue_Rot_1Y,tongue_Rot__1Y,tongue_Rot_2Y,cheek_raise_r,tongue_Rot__2Y,tongue_Rot_3Y,tongue_Rot__3Y,tongue_Rot_1Z,tongue_Rot__1Z,tongue_Rot_2Z,tongue_Rot__2Z,tongue_Rot_3Z,tongue_Rot__3Z,tongue_Scale_X,cheek_suck_l
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.261610916320933e-06,0.0,0.0,-8.39207768876804e-06,-4.512523446464911e-06,0.00022265175357460976,0.0,0.0,8.28002521302551e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.548345249437261e-06,0.0,0.0,0.0,3.156578168272972e-05,0.0005298830801621079,0.0,-1.1499578249640763e-06,-2.590163057902828e-05,0.000539042055606842,0.0005390401929616928,0.0002803150564432144,0.0002803150564432144,0.0,0.0,0.0,0.0,0.0,1.2735327800328378e-05,-1.4796114555792883e-08,0.0010074581950902939,0.0010074591264128685,0.0,0.0,0.00036570243537425995,0.00036570243537425995,0.0011616786941885948,0.0011629583314061165,0.0,0.0,0.0017602872103452682,0.0009263893589377403,0.0,0.0007850402034819126,0.000785039272159338,0.001918550580739975,0.001918550580739975,0.0,0.0,0.0,0.0,0.003160044550895691,0.0004071197472512722,0.0004071192815899849,0.00017814617604017258,0.00017814617604017258,0.0002727110404521227,0.00022379402071237564,-1.2933147445437498e-05,-1.2933123798575252e-05,0.0,-3.0742689887119923e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.2604035621043295e-06,0.0,0.0,-8.393733878619969e-06,-4.512837222137023e-06,0.00022028572857379913,0.0,0.0,8.282175258500502e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.547614925191738e-06,0.0,0.0,0.0,3.1566851248499006e-05,0.0005302574718371034,0.0,-1.1509314390423242e-06,-2.590181611594744e-05,0.0005381293594837189,0.0005381293594837189,0.0002795271575450897,0.0002795271575450897,0.0,0.0,0.0,0.0,0.0,1.2739457815769129e-05,-1.7064849089365453e-08,0.0010073487646877766,0.0010073487646877766,0.0,0.0,0.00036502385046333075,0.00036502385046333075,0.0011614635586738586,0.0011627431958913803,0.0,0.0,0.0017600618302822113,0.0009261248633265495,0.0,0.0007853945717215538,0.0007853938732296228,0.0019185468554496765,0.0019185468554496765,0.0,0.0,0.0,0.0,0.003086403012275696,0.0004073246382176876,0.0004073241725564003,0.00017786258831620216,0.00017786305397748947,0.0002723704092204571,0.000223441980779171,-1.2913144018966705e-05,-1.2913116734125651e-05,0.0,-3.0765395422349684e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.260893779748585e-06,0.0,0.0,-8.393065400014166e-06,-4.5127103476261254e-06,0.0002212407998740673,0.0,0.0,8.28130760055501e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.547909601475112e-06,0.0,0.0,0.0,3.1566414691042155e-05,0.0005301063065417111,0.0,-1.1505389920785092e-06,-2.590173971839249e-05,0.0005384963005781174,0.0005384963005781174,0.000279843807220459,0.0002798447385430336,0.0,0.0,0.0,0.0,0.0,1.2737790711980779e-05,-1.6148533177329227e-08,0.0010073925368487835,0.0010073925368487835,0.0,0.0,0.00036529789213091135,0.0003652980085462332,0.0011615501716732979,0.001162828877568245,0.0,0.0,0.0017601512372493744,0.0009262310341000557,0.0,0.0007852523121982813,0.0007852506823837757,0.001918550580739975,0.001918550580739975,0.0,0.0,0.0,0.0,0.003116130828857422,0.00040724221616983414,0.0004072412848472595,0.00017797714099287987,0.00017797714099287987,0.0002725080121308565,0.00022358400747179985,-1.2921214874950238e-05,-1.2921194866066799e-05,0.0,-3.0756218620808795e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.2759359126212075e-06,0.0,0.0,-8.372452612093184e-06,-4.50880361313466e-06,0.0002507201861590147,0.0,0.0,8.254515705630183e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.557008186471649e-06,0.0,0.0,0.0,3.1553128792438656e-05,0.000525442068465054,0.0,-1.1384026947780512e-06,-2.5899442334775813e-05,0.0005498584359884262,0.000549856573343277,0.0002896450459957123,0.0002896459773182869,0.0,0.0,0.0,0.0,0.0,1.2686356967606116e-05,1.211492417496629e-08,0.001008758321404457,0.001008759718388319,0.0,0.0,0.00037374987732619047,0.00037374976091086864,0.001164223998785019,0.001165507361292839,0.0,0.0,0.0017629526555538177,0.0009295158088207245,0.0,0.0007808362133800983,0.000780835747718811,0.0019185692071914673,0.0019185654819011688,0.0,0.0,0.0,0.0,0.004033423960208893,0.00040469225496053696,0.00040469178929924965,0.00018150219693779945,0.00018150219693779945,0.00027674739249050617,0.00022796634584665298,-1.3170412785257213e-05,-1.3170387319405563e-05,0.0,-3.0473161132249516e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.2760077627026476e-06,0.0,0.0,-8.372355296160094e-06,-4.508784513745923e-06,0.00025085965171456337,0.0,0.0,8.254389285866637e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.557050932722632e-06,0.0,0.0,0.0,3.155306330882013e-05,0.0005254200659692287,0.0,-1.1383463061065413e-06,-2.589943142083939e-05,0.0005499143153429031,0.0005499124526977539,0.00028969254344701767,0.0002896934747695923,0.0,0.0,0.0,0.0,0.0,1.2686113223026041e-05,1.2248619896126911e-08,0.001008765771985054,0.001008765771985054,0.0,0.0,0.00037378957495093346,0.0003737898077815771,0.0011642351746559143,0.0011655203998088837,0.0,0.0,0.0017629656940698624,0.000929531641304493,0.0,0.0007808152586221695,0.0007808143272995949,0.0019185692071914673,0.0019185692071914673,0.0,0.0,0.0,0.0,0.004037767648696899,0.00040468061342835426,0.00040467968210577965,0.00018151942640542984,0.00018151896074414253,0.00027676764875650406,0.00022798706777393818,-1.3171593309380114e-05,-1.3171567843528464e-05,0.0,-3.047182872251142e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.255458184663439e-06,0.0,0.0,-8.40051143313758e-06,-4.514122338150628e-06,0.000210590660572052,0.0,0.0,8.290986443171278e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.544622687622905e-06,0.0,0.0,0.0,3.1571216823067516e-05,0.000531791418325156,0.0,-1.1549236660357565e-06,-2.5902569177560508e-05,0.0005343928933143616,0.0005343947559595108,0.00027630478143692017,0.00027630478143692017,0.0,0.0,0.0,0.0,0.0,1.2756371688738e-05,-2.6359430194133893e-08,0.0010068989358842373,0.0010068994015455246,0.0,0.0,0.000362244201824069,0.0003622445510700345,0.0011605843901634216,0.001161862164735794,0.0,0.0,0.0017591416835784912,0.0009250454604625702,0.0,0.0007868465036153793,0.0007868455722928047,0.0019185394048690796,0.0019185394048690796,0.0,0.0,0.0,0.0,0.002784743905067444,0.00040816329419612885,0.00040816282853484154,0.0001767035573720932,0.0001767040230333805,0.000270976684987545,0.00022200122475624084,-1.283119672734756e-05,-1.2831169442506507e-05,0.0,-3.085848675254965e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.2330882529786322e-06,0.0,0.0,-8.431158676103223e-06,-4.519931280810852e-06,0.0001667584292590618,0.0,0.0,8.33082140161423e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.531093953934032e-06,0.0,0.0,0.0,3.159097832394764e-05,0.000538726570084691,0.0,-1.172969405160984e-06,-2.590598705864977e-05,0.000517500564455986,0.0005175024271011353,0.0002617323771119118,0.00026173144578933716,0.0,0.0,0.0,0.0,0.0,1.2832844731747173e-05,-6.838672561571002e-08,0.0010048681870102882,0.0010048686526715755,0.0,0.0,0.00034967728424817324,0.00034967728424817324,0.0011566104367375374,0.001157880760729313,0.0,0.0,0.0017549768090248108,0.0009201643988490105,0.0,0.0007934118621051311,0.0007934113964438438,0.0019185170531272888,0.001918509602546692,0.0,0.0,0.0,0.0,0.001420833170413971,0.0004119556397199631,0.00041195470839738846,0.0001714625395834446,0.0001714625395834446,0.0002646723296493292,0.00021548569202423096,-1.2460670404834673e-05,-1.2460644938983023e-05,0.0,-3.1279355425795075e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-2.1580881366389804e-06,0.0,0.0,-8.524906661477871e-06,-4.513940439210273e-06,9.972602128982544e-05,0.0,0.0,8.410058399022091e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.47949104354484e-06,0.0,0.0,0.0,3.135408041998744e-05,0.0005497187958098948,0.0,-1.2341351975919679e-06,-2.5820796508924104e-05,0.0004923529922962189,0.0004923511296510696,0.0002482505515217781,0.0002482514828443527,0.0,0.0,0.0,0.0,0.0,1.3086765648040455e-05,-1.1873225957970135e-07,0.001004557590931654,0.0010045585222542286,0.0,0.0,0.0003270356683060527,0.0003270357847213745,0.0015798211097717285,0.0015810448676347733,0.0,0.0,0.0017503369599580765,0.0009175054728984833,0.0,0.0007997218053787947,0.0007997211068868637,0.0019238293170928955,0.0019238293170928955,0.0,0.0,0.0,0.0,-0.0006239712238311768,0.0004177587106823921,0.0004177582450211048,0.00016148295253515244,0.00016148295253515244,0.0002826917916536331,0.00022999406792223454,-1.1927835657843389e-05,-1.1927808373002335e-05,0.0,-3.197794740117388e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-3.2499610824743286e-07,0.0,0.0,-1.0625404684105888e-05,-3.827847649517935e-06,0.00015510991215705872,0.0,0.0,9.19547619560035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,7.085896413627779e-06,0.0,0.0,0.0,1.9139839423587546e-05,0.0005585822509601712,0.0,-2.7432488423073664e-06,-2.169058825529646e-05,0.0005448739975690842,0.0005448739975690842,0.0006684660911560059,0.0006684642285108566,0.0,0.0,0.0,0.0,0.0,1.924041862366721e-05,5.697593223885633e-07,0.0011346908286213875,0.0011346915271133184,0.0,0.0,0.00018672493752092123,0.00018672505393624306,0.021174324676394463,0.0211738683283329,0.0,0.0,0.0018342193216085434,0.001143123023211956,0.0,0.0006212054286152124,0.0006212047301232815,0.0021684765815734863,0.0021684765815734863,0.0,0.0,0.0,0.0,0.0029708296060562134,0.0004132376052439213,0.00041323620826005936,7.851142436265945e-05,7.851189002394676e-05,0.0015528389485552907,0.0013549858704209328,-1.3938343727204483e-05,-1.393831644236343e-05,0.0,-3.3953310776269063e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,3.685745468828827e-07,0.0,0.0,-1.1392381566110998e-05,-3.489741629891796e-06,0.000422485638409853,0.0,0.0,9.325159226136748e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.53936240269104e-06,0.0,0.0,0.0,1.3583829058916308e-05,0.000524137809406966,0.0,-3.316284164611716e-06,-1.9829923985525966e-05,0.0006618108600378036,0.0006618108600378036,0.0009365305304527283,0.0009365305304527283,0.0,0.0,0.0,0.0,0.0,2.1561070752795786e-05,1.1094512046838645e-06,0.0012039649300277233,0.0012039656285196543,0.0,0.0,0.00019373593386262655,0.0001937361666932702,0.02993394434452057,0.02993277832865715,0.0,0.0,0.0018946696072816849,0.0012707607820630074,0.0,0.0005052525084465742,0.0005052520427852869,0.002277720719575882,0.002277720719575882,0.0,0.0,0.0,0.0,0.012125127017498016,0.0003902306780219078,0.0003902292810380459,7.053324952721596e-05,7.053278386592865e-05,0.0021541272290050983,0.001892718719318509,-1.6886267985682935e-05,-1.688623524387367e-05,0.0,-3.250396275689127e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
