brow_lower_l,tongue_Scale__X,tongue_Scale_Y,tongue_Scale__Y,tongue_Scale_Z,tongue_Scale__Z,nose_out_l,nose_out_r,tongue_u,tongue_u_u,brow_raise_d,cheek_suck_r,mouth_stretch_u,tongue_u_d,tooth_d_d,tongue_d,tooth_r,tooth_d_u,cheek_UP,eye_blink1_l,eye_blink1_r,eye_blink2_l,eye_blink2_r,eye_lidTight_l,eye_lidTight_r,eye_shutTight_l,eye_shutTight_r,brow_lower_r,eye_upperLidRaise_l,eye_upperLidRaise_r,eye_downLidRaise_l,eye_downLidRaise_r,jaw_sideways_l,jaw_sideways_r,jaw_thrust_c,mouth_chew_c,mouth_chinRaise_d,mouth_chinRaise_u,brow_raise_c,mouth_dimple_l,mouth_dimple_r,mouth_funnel_dl,mouth_funnel_dr,mouth_funnel_ul,mouth_funnel_ur,mouth_lipCornerDepressFix_l,mouth_lipCornerDepressFix_r,mouth_lipCornerDepress_l,mouth_lipCornerDepress_r,brow_raise_l,mouth_lipCornerPullOpen_l,mouth_lipCornerPullOpen_r,mouth_lipCornerPull_l,mouth_lipCornerPull_r,mouth_lipStretchOpen_l,mouth_lipStretchOpen_r,mouth_lipStretch_l,mouth_lipStretch_r,mouth_lowerLipDepress_l,mouth_lowerLipDepress_r,brow_raise_r,mouth_lowerLipProtrude_c,mouth_oh_c,mouth_oo_c,mouth_pressFix_c,mouth_press_l,mouth_press_r,mouth_pucker_l,mouth_pucker_r,mouth_screamFix_c,mouth_sideways_l,cheek_puff_l,mouth_sideways_r,mouth_stretch_c,mouth_suck_dl,mouth_suck_dr,mouth_suck_ul,mouth_suck_ur,mouth_upperLipRaise_l,mouth_upperLipRaise_r,nose_wrinkle_l,nose_wrinkle_r,cheek_puff_r,tooth_l,eye_lookDown1_l,eye_lookDown2_l,eye_lookLeft_l,eye_lookRight_l,eye_lookUp_l,eye_lookDown1_r,eye_lookDown2_r,eye_lookLeft_r,eye_lookRight_r,cheek_raise_l,eye_lookUp_r,tongue_Rot_1X,tongue_Rot__1X,tongue_Rot_2X,tongue_Rot__2X,tongue_Rot_3X,tongue_Rot__3X,tongue_Rot_1Y,tongue_Rot__1Y,tongue_Rot_2Y,cheek_raise_r,tongue_Rot__2Y,tongue_Rot_3Y,tongue_Rot__3Y,tongue_Rot_1Z,tongue_Rot__1Z,tongue_Rot_2Z,tongue_Rot__2Z,tongue_Rot_3Z,tongue_Rot__3Z,tongue_Scale_X,cheek_suck_l
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.160143594664987e-06,0.0,0.0,0.00015215443272609264,3.420157736400142e-05,-4.383409395813942e-05,0.0,0.0,1.0124607797479257e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.464331378694624e-05,0.0,0.0,0.0,7.882254431024194e-05,-1.5463665477000177e-05,0.0,-0.0001318847353104502,5.052329925092636e-06,0.0034632645547389984,0.0034632664173841476,0.0032261349260807037,0.003226136788725853,0.0,0.0,0.0,0.0,0.0,1.3407985534286126e-05,-0.00016347304335795343,0.0007794694975018501,0.0007794697303324938,0.0,0.0,-0.0008390871807932854,-0.000839087413623929,0.0016556372866034508,0.0016551408916711807,0.0,0.0,0.002069387584924698,0.0009931186214089394,0.0,-0.00046064367052167654,-0.00046064320486038923,0.0014336779713630676,0.001433681696653366,0.0,0.0,0.0,0.0,0.0001632198691368103,-0.0003218953497707844,-0.00032189488410949707,-0.0003625634126365185,-0.00036256294697523117,-0.00013200333341956139,-0.00018624309450387955,-9.100528404815122e-05,-9.100516035687178e-05,0.0,0.0001588300074217841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.248217242595274e-06,0.0,0.0,0.00015187417739070952,3.3801949030021206e-05,2.7944333851337433e-06,0.0,0.0,9.846273314906284e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.491659875493497e-05,0.0,0.0,0.0,7.835164433345199e-05,-1.864426303654909e-05,0.0,-0.0001312466338276863,4.994172286387766e-06,0.003519633784890175,0.003519633784890175,0.003266698680818081,0.0032666996121406555,0.0,0.0,0.0,0.0,0.0,1.322167918260675e-05,-0.00016187466098926961,0.0007761833257973194,0.0007761828601360321,0.0,0.0,-0.0008326205424964428,-0.000832620426081121,0.001681438647210598,0.001681007444858551,0.0,0.0,0.002182699739933014,0.0010155010968446732,0.0,-0.0004514815518632531,-0.00045148085337132215,0.00145629420876503,0.0014562904834747314,0.0,0.0,0.0,0.0,0.0011809691786766052,-0.00029518455266952515,-0.00029518362134695053,-0.0003488394431769848,-0.00034883804619312286,-0.0001265835016965866,-0.00018015294335782528,-9.082391625270247e-05,-9.082374162971973e-05,0.0,0.0001581329561304301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.0915840650559403e-06,0.0,0.0,0.0001523725950391963,3.451266456977464e-05,-8.013099431991577e-05,0.0,0.0,1.0341271263314411e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.443058661418036e-05,0.0,0.0,0.0,7.918912160675973e-05,-1.2987700756639242e-05,0.0,-0.00013238147948868573,5.097600023873383e-06,0.0034193862229585648,0.003419388085603714,0.003194560296833515,0.0031945612281560898,0.0,0.0,0.0,0.0,0.0,1.355300446448382e-05,-0.00016471731942147017,0.0007820287719368935,0.0007820285391062498,0.0,0.0,-0.0008441206300631166,-0.000844120979309082,0.0016355505213141441,0.0016350038349628448,0.0,0.0,0.001981176435947418,0.0009756935760378838,0.0,-0.0004677755059674382,-0.0004677755059674382,0.0014160685241222382,0.0014160722494125366,0.0,0.0,0.0,0.0,-0.000629037618637085,-0.00034268898889422417,-0.00034268852323293686,-0.00037324661388993263,-0.0003732447512447834,-0.00013622292317450047,-0.00019098282791674137,-9.114650310948491e-05,-9.11463430384174e-05,0.0,0.00015937263378873467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.1254445528029464e-06,0.0,0.0,0.00015226483810693026,3.4359040000708774e-05,-6.220536306500435e-05,0.0,0.0,1.0234267392661422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.453564416617155e-05,0.0,0.0,0.0,7.900809578131884e-05,-1.4210454537533224e-05,0.0,-0.00013213616330176592,5.075242825114401e-06,0.003441058099269867,0.003441058099269867,0.003210153430700302,0.0032101543620228767,0.0,0.0,0.0,0.0,0.0,1.3481394489645027e-05,-0.0001641028211452067,0.0007807649672031403,0.0007807649672031403,0.0,0.0,-0.0008416350465267897,-0.000841634813696146,0.0016454709693789482,0.001644948497414589,0.0,0.0,0.002024739980697632,0.0009842971339821815,0.0,-0.0004642537096515298,-0.0004642541753128171,0.0014247633516788483,0.0014247670769691467,0.0,0.0,0.0,0.0,-0.00023777037858963013,-0.0003324197605252266,-0.0003324192948639393,-0.00036797020584344864,-0.0003679688088595867,-0.00013413885608315468,-0.00018864218145608902,-9.107677760766819e-05,-9.107660298468545e-05,0.0,0.00015910464571788907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.2724843802279793e-06,0.0,0.0,0.00015179693582467735,3.369185287738219e-05,1.564016565680504e-05,0.0,0.0,9.769597454578616e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.49918685364537e-05,0.0,0.0,0.0,7.822188490536064e-05,-1.9520637579262257e-05,0.0,-0.00013107081758789718,4.978146989742527e-06,0.0035351645201444626,0.0035351626574993134,0.003277873620390892,0.0032778754830360413,0.0,0.0,0.0,0.0,0.0,1.3170358215575106e-05,-0.00016143426182679832,0.0007752773817628622,0.0007752771489322186,0.0,0.0,-0.0008308392716571689,-0.0008308392716571689,0.001688547432422638,0.0016881348565220833,0.0,0.0,0.0022139251232147217,0.0010216692462563515,0.0,-0.0004489569691941142,-0.00044895673636347055,0.0014625266194343567,0.0014625266194343567,0.0,0.0,0.0,0.0,0.0014613643288612366,-0.000287824310362339,-0.000287824310362339,-0.00034505873918533325,-0.00034505734220147133,-0.00012508989311754704,-0.0001784756314009428,-9.077395225176588e-05,-9.077378490474075e-05,0.0,0.00015794089995324612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.1314081095624715e-06,0.0,0.0,0.00015224589151330292,3.43319661624264e-05,-5.904678255319595e-05,0.0,0.0,1.0215422662440687e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.455415420234203e-05,0.0,0.0,0.0,7.897621253505349e-05,-1.442593929823488e-05,0.0,-0.00013209292956162244,5.071306532045128e-06,0.0034448765218257904,0.003444874659180641,0.0032129017636179924,0.0032129017636179924,0.0,0.0,0.0,0.0,0.0,1.3468765246216208e-05,-0.0001639945839997381,0.0007805423811078072,0.0007805421482771635,0.0,0.0,-0.0008411968592554331,-0.0008411973249167204,0.0016472181305289268,0.0016467012465000153,0.0,0.0,0.0020324140787124634,0.0009858151897788048,0.0,-0.00046363251749426126,-0.00046363251749426126,0.0014262981712818146,0.0014262981712818146,0.0,0.0,0.0,0.0,-0.00016883760690689087,-0.000330610666424036,-0.0003306102007627487,-0.0003670402802526951,-0.0003670398145914078,-0.00013377214781939983,-0.00018823007121682167,-9.106446668738499e-05,-9.106432844419032e-05,0.0,0.0001590574684087187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.2838976292405277e-06,0.0,0.0,0.00015176061424426734,3.3640084438957274e-05,2.1681655198335648e-05,0.0,0.0,9.733532351674512e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.502728062216192e-05,0.0,0.0,0.0,7.816087600076571e-05,-1.9932747818529606e-05,0.0,-0.0001309881336055696,4.97061273563304e-06,0.003542467951774597,0.003542467951774597,0.0032831281423568726,0.003283130005002022,0.0,0.0,0.0,0.0,0.0,1.3146216588211246e-05,-0.0001612271589692682,0.0007748515345156193,0.0007748513016849756,0.0,0.0,-0.0008300015470013022,-0.0008300018962472677,0.0016918918117880821,0.0016914866864681244,0.0,0.0,0.00222860649228096,0.001024569384753704,0.0,-0.0004477699985727668,-0.0004477695329114795,0.0014654509723186493,0.0014654509723186493,0.0,0.0,0.0,0.0,0.0015932321548461914,-0.0002843635156750679,-0.0002843630500137806,-0.000343280378729105,-0.00034327898174524307,-0.00012438721023499966,-0.00017768633551895618,-9.075043635675684e-05,-9.075025445781648e-05,0.0,0.00015785056166350842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.6155639716307633e-06,0.0,0.0,0.00014898354129400104,3.137065868941136e-05,0.0001589958555996418,0.0,0.0,6.953043339308351e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,7.160137465689331e-05,0.0,0.0,0.0,7.43495620554313e-05,4.705444735009223e-05,0.0,-0.0001033850567182526,4.917845672025578e-06,0.0034743566066026688,0.003474358469247818,0.0038947323337197304,0.0038947351276874542,0.0,0.0,0.0,0.0,0.0,1.2487607818911783e-05,-0.00014889211161062121,0.0008517710957676172,0.0008517706301063299,0.0,0.0,-0.0007438670145347714,-0.0007438672473654151,0.0068380460143089294,0.006839374545961618,0.0,0.0,0.0022447332739830017,0.0012574614956974983,0.0,-0.00036946393083781004,-0.00036946393083781004,0.001640763133764267,0.0016407594084739685,0.0,0.0,0.0,0.0,0.003906480967998505,-0.00014253752306103706,-0.00014253705739974976,-0.0002522398717701435,-0.0002522380091249943,-0.005772728472948074,-0.006041435990482569,-9.278547804569826e-05,-9.278532525058836e-05,0.0,0.00014635265688411891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.1131636458449066e-06,0.0,0.0,0.00015232973964884877,3.565010774764232e-05,-5.2115414291620255e-05,0.0,0.0,9.802737622521818e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.446944411844015e-05,0.0,0.0,0.0,8.09092161944136e-05,4.318477294873446e-05,0.0,-0.0001215607626363635,5.31753767063492e-06,0.0034159384667873383,0.0034159384667873383,0.00365492794662714,0.0036549288779497147,0.0,0.0,0.0,0.0,0.0,1.3641889381688088e-05,-0.00016260502161458135,0.0008653984405100346,0.0008653977420181036,0.0,0.0,-0.0007725672330707312,-0.0007725674659013748,0.008761750534176826,0.008762083016335964,0.0,0.0,0.0019029900431632996,0.0011039068922400475,0.0,-0.00037860649172216654,-0.0003786067245528102,0.0015453137457370758,0.0015453137457370758,0.0,0.0,0.0,0.0,-8.447468280792236e-05,-0.00031671393662691116,-0.00031671347096562386,-0.00032714148983359337,-0.00032714009284973145,-0.002478385576978326,-0.0026642954908311367,-8.877983782440424e-05,-8.877967775333673e-05,0.0,0.00015600118786096573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.979512828460429e-06,0.0,0.0,0.00015363641432486475,3.530058529577218e-05,0.00045314477756619453,0.0,0.0,9.959567250916734e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0001270481152459979,0.0,0.0,0.0,8.447107393294573e-05,-6.677478086203337e-05,0.0,-0.00015420485578943044,4.804980108019663e-06,0.004447268322110176,0.004447270184755325,0.003689638338983059,0.003689640201628208,0.0,0.0,0.0,0.0,0.0,1.1772595826187171e-05,-0.00015666487161070108,0.0007850960828363895,0.0007850963156670332,0.0,0.0,-0.0007262571016326547,-0.0007262572180479765,0.010018446482717991,0.01001728791743517,0.0,0.0,0.0034296512603759766,0.0011275848373770714,0.0,-0.0002535588573664427,-0.000253558624535799,0.0016766376793384552,0.0016766339540481567,0.0,0.0,0.0,0.0,0.014814130961894989,-0.0001764087937772274,-0.0001764087937772274,-0.0002508810721337795,-0.0002508796751499176,0.0063350992277264595,0.006418904289603233,-7.721524889348075e-05,-7.721505244262516e-05,0.0,0.00016235411749221385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
